also;así, por consiguiente,o sea,bueno;OTHER;1. Also, die Sache ist so: ... 2. Irina hat Urlaub. Sie kann uns alsohelfen. 3. Also wirklich, jetzt reicht es.
alt;viejo,anciano, de avanzada edad,carroza fam,usado, de segunda mano, gastado,clásico,antiguo;OTHER;1. Wie alt sind Sie? 2. Maria ist eine alte Freundin von mir.
an;en, junto a,(a orillas) de,a,a, contra,a, para,aproximadamente, unos,encendido;OTHER;1. Am Anfang war alles sehr schwierig. 2. Dann sehen wir uns also am Dienstag. 3. Ich warte am Bahnhof auf dich. 4. Meine Freundin ist Lehrerin am Gymnasium. 5. Am besten, du gehst zur Information und fragst da. 6. Das Licht war die ganze Nacht an.
ander-;"";OTHER;1. Die anderen sind schon nach Hause gegangen.2. Bitte nicht alle auf einmal! Einer nach dem anderen.3. Ich hätte gern ein anderes Auto. 4. Das andere Kleid gefällt mir besser. 5. Natascha hat unter anderem Chinesisch und Spanisch gelernt.
anfangs;a principios de,al principio, al comienzo;OTHER;Anfangs ging alles gut.
arm;pobre,necesitado,sin recursos,infeliz, pobre;OTHER;1. Bitte sammeln Sie Geld für arme Kinder!2. Ich hätte gerne 200 g fettarmen Käse.
auf;sobre,encima de,en,durante,a, en,a, hacia,de,arriba,abierto;OTHER;1. Deine Brille liegt auf dem Schreibtisch. 2. Die Kinder spielen unten auf der Straße. 3. Meine Eltern leben auf dem Land. 4. Gestern waren wir auf einer Party. 5. Auf unsere Anzeige in der Abendzeitung hat sich noch niemand gemeldet. 6. Wie heißt das auf Deutsch? 7. Meine Tochter kommt nächstes Jahr aufs Gymnasium.
aus;de, por,de,apagado,fuera;OTHER;1. Frau Müller geht jeden Morgen um 8 Uhr aus dem Haus.2. Frau özgen kommt aus der Türkei. 3. Die Möbel sind noch aus der Zeit um 1900. 4. Ich trage nur Pullover aus reiner Wolle. 5. Wir haben aus Liebe geheiratet.
ausgebildet;"";OTHER;Für diesen Beruf müssen Sie gut ausgebildet sein.
ausschließlich;exclusivo,únicamente,exclusivamente,sólo,con exclusión de, excluido;OTHER;Tut mir leid. Wir haben ausschließlich Nichtraucherzimmer.
außen;fuera;OTHER;"1. Wir haben das Schloss nur von außen gesehen.
2. Außen ist das Haus nicht sehr schön."
außer;fuera de,excepto, a excepción de,aparte de;OTHER;1. Außer Lisa hat sich niemand um die Stelle beworben. 2. Der Aufzug ist außer Betrieb. 3. Wir haben täglich außer Samstag geöffnet.
außerhalb ;fuera de,fuera;OTHER;Wir wohnen außerhalb von Berlin.
bar;en efectivo,puro, verdadero,(Steh)café nt,Kneipe f,Bar nt;OTHER;Zahlen Sie bar? 
befreit;"";OTHER;Schüler und Studenten sind von den Rundfunk-Gebühren befreit.
befriedigend;satisfactorio,≈ bien;OTHER;Das Ergebnis ist befriedigend.
begeistert;entusiasmado con/por;OTHER;Es war ein tolles Konzert. Ich bin begeistert.
begrenzt;limitado;OTHER;Die Teilnehmerzahl ist auf zwölf begrenzt.
bei;cerca de, junto a,en,en casa de, con,encima,durante, en,con,en caso de;OTHER;1. Potsdam liegt bei Berlin. 2. Ich wohne bei meinen Eltern. 3. Bei uns ist das anders als bei euch. Wir essen kein Fleisch. 4. Ich habe kein Geld bei mir. 5. Wir wollen euch nicht beim Essen stören.
beid-;"";OTHER;1. Beide waren mit meinem Vorschlag einverstanden. 2. Beide Eltern sind berufstätig. 3. Welche Bluse nehmen Sie?– Ich nehme beide. 
zum Beispiel;"";OTHER;1. Mein Freund hat viele Hobbys wie zum Beispiel Kochen, Tanzen, Fußballspielen.2. Ich muss oft überstunden machen, zum Beispiel am Wochenende.
bekannt;conocido,popular,sabido,famoso por;OTHER;"1. Ein Großonkel von mir ist ein bekannter Politiker.
2. Dieses Lied ist sehr bekannt."
beliebt;estimado, apreciado,solicitado,popular;OTHER;Dieses Spiel ist bei Jugendlichen sehr beliebt.
bequem;cómodo, confortable,perezoso,comodón;OTHER;1. Meine Kinder ziehen am liebsten bequeme Sachen an.2. Im Supermarkt einkaufen ist sehr bequem.3. Diesen Sessel finde ich sehr bequem.
berechtigt;habilitado para,autorizado para,fundado,justificado;OTHER;Sie sind berechtigt, Wohngeld zu beantragen.
berühmt;famoso por,célebre por;OTHER;Michael Schumacher war ein berühmter Rennfahrer.
Bescheid sagen ;"";OTHER;Ich erkundige mich nach den Terminen und sage Ihnen dann Bescheid.
Bescheid geben;"";OTHER;Kannst du mir bis morgen Bescheid geben?
besonder-;"";OTHER;Meine Eltern wollten uns mit dieser Reise eine ganz besondere Freude machen.
bestimmt;determinado,seguro, concreto,decidido, enérgico,impositivo CSur,seguro, seguramente;OTHER;1. Das hat Nancy bestimmt nicht so gemeint. 2. Möchtest du ein bestimmtes Brot?
betrunken;borracho,bebido;OTHER;1. Wir wollten uns neue Betten kaufen. 2. Solange Sie Fieber haben, müssen Sie im Bett bleiben.
billig ;barato,poco convincente,justo;OTHER;Dieses Buch ist nicht ganz billig.
bio(logisch);"";OTHER;Biologische Lebensmittel gibt es jetzt auch im Supermarkt.
bis;hasta,de... a..., entre... y...,hasta +inf,hasta que +subj,bis,wiederholen,noch einmal,Wiederholung f,da capo,zweimal;OTHER;1. Die Linie 8 fährt nur bis zum Hauptbahnhof. 2. Bis wann können Sie bleiben? 3. Tschüs. Bis gleich! 4. Einige Züge hatten bis zu zwei Stunden Verspätung. 5. Für die Renovierung brauchen wir drei bis vier Tage. 6. Warte hier, bis ich zurückkomme.
ein bisschen;"";OTHER;1. Wenn Sie ein bisschen warten, können wir zusammen gehen. 2. Möchten Sie noch ein bisschen Reis? 3. Können Sie bitte ein bisschen lauter sprechen? 4. Sprechen Sie Englisch? – Ein bisschen. Darf ich Sie bitten, kurz zuzuhören?
bitte;por favor;OTHER;Hast du Zucker? Der Tee ist sehr bitter.
bitter ;amargo,intenso, fuerte,grande;OTHER;Du siehst ganz blass aus. Bist du krank?
blass ;pálido,niste Nic,blanquecino;OTHER;1. Die Bäume bekommen schon gelbe Blätter.
blau;azul,amoratado,lívido elev,borracho, como una cuba,bolo AmC;OTHER;1. Ich bleibe heute zu Hause. 2. Im Juni und Juli bleibt
blond;rubio;OTHER;1. Mein Sohn ist blond. 2. Nina hat lange blonde Haare.
bloß;descubierto,desnudo,puro, mero,únicamente, sólo;OTHER;1. Ich möchte nichts kaufen. Ich möchte mich bloß umsehen. 2. Komm bloß nicht zu spät. Wir müssen pünktlich am Bahnhof sein.3. Ach, wenn ich bloß mehr verdienen würde!
böse;malo,enfadado con con,enojado con con,maleducado,grave,perniciosa,malvado,mal,mucho;OTHER;1. Ich habe das Buch leider vergessen. Hoffentlich bist du mir nicht böse. 2. Mach nicht so ein böses Gesicht! 3. Ich bin böse auf dich, du hast schon wieder deine Hausaufgaben nicht gemacht. 4. Zeig mal! Du hast dich verletzt? Das sieht aber böse aus.
braun;marrón,pancho Chil,castaño,oscuro,moreno, bronceado,nacionalsocialista, nazi;OTHER;1. Meine Frau hat braune Augen. 2. Sind Sie im Urlaub aber braun geworden!
da;allí, allá,ahí, aquí,entonces,en este caso,ya que, puesto que,dado que, debido a que,como,cuando;OTHER;"1. Da drüben ist ein Getränkeautomat. 2. Was Sie da sagen, ist richtig. 3. Ich wollte gerade einparken. Da kam
ein Wagen rückwärts aus der Einfahrt. 4. Wir haben schon geschlossen.
– Da kann man nichts machen. 5. Da Sie keinen Mitgliedsausweis
haben, ist es etwas teurer. 6. Wir haben gerade über dich gesprochen. Da bist du ja.
7. Welche Bluse nehmen Sie? – Die da."
da sein;"";OTHER;Ist Herr Klein schon da?
dabei sein ;"";OTHER;Schön, dass du da bist. Ist deine Tochter auch dabei?
dafür sein;"";OTHER;Ich bin dafür, dass wir möglichst früh losfahren.
dagegen sein;"";OTHER;Ich bin dagegen, dass meine Kinder rauchen.
damit;con ello,para +inf,para que +subj;OTHER;1. Mach schnell, damit wir nicht zu spät kommen. 2. Was macht man mit diesem Ding? Damit kann man Dosen aufmachen.
danke;¡gracias!;OTHER;1. Soll ich Ihnen helfen? – Nein, danke, nicht nötig. 2. Guten Appetit! – Danke gleichfalls.
dann;luego, más tarde,entonces,en aquel momento,luego, además,entonces, en este caso;OTHER;1. Ich muss noch schnell zur Post, dann komme ich. 2. Wir waren pünktlich am Bahnhof. Aber dann hatte der Zug Verspätung. 3. Ich habe im Moment sehr viel zu tun. – Dann will ich nicht länger stören. 4. Wenn es nicht regnet, dann kommen wir. 5. Noch ein Jahr, dann bin ich mit meiner Ausbildung fertig.
dass;que;OTHER;Rico hat mir gesagt, dass er auch zur Party kommt.
denn;pues,pues, puesto que, porque,que;OTHER;1. Sie müssen gut Deutsch können. Denn bei der Arbeit müssen Sie mit deutschen Kunden sprechen. 2. Wie ist das Spiel denn ausgegangen?
je ... desto;"";OTHER;Je schneller wir arbeiten, desto früher sind wir zu Hause.
deswegen;"";OTHER;Ich habe falsch geparkt. Deswegen habe ich einen Strafzettel bekommen.
deutlich ;claro,legible,nítido,obvio,notorio,claramente,notablemente,notoriamente,visiblemente;OTHER;Schreiben Sie bitte deutlich!
dicht ;denso,espeso,tupido,cerrado,hermético,impermeable,a punto de llegar,densamente;OTHER;Unsere Fenster sind nicht dicht. Es zieht immer.
dick ;gordo,grueso,obeso,voluminoso,bastante,fuerte,hinchado,abotargado,espeso,denso,del alma,muy,mucho;OTHER;1. Ich bin zu dick. Ich muss weniger essen. 2. Die Wände sind hier sehr dick.
dies- ;"";OTHER;1. Wohin fährst du dieses Jahr in Urlaub? 2. Welche Hose nehmen Sie? – Diese hier.
digital;digital,Finger-,Fingerhut m,Digitalis f;OTHER;Ich habe eine Digitaluhr gekauft. Die geht genauer als die anderen.
direkt;directo,sin rodeos,inmediato, directo,derecho,enseguida, directamente,realmente;OTHER;1. Wir liefern Ihnen die Waren direkt ins Haus. 2. Das Dorf liegt direkt an der Autobahn. 3. Gibt es keinen direkten Zug nach Hamburg? 4. Sie übertragen das Fußballspiel direkt.
doch;sin embargo, a pesar de todo,pero,pues,sí,claro que sí,sí que,pero, pues,no es así,verdad,mas;OTHER;1. Isst du kein Fleisch? – Doch, manchmal schon. 2. Ich habe es mir anders überlegt. Ich komme doch mit in die Stadt. 3. Ihr kommt doch heute Abend? 4. Komm doch mal auf ein Bier vorbei! 5. Fragen Sie doch Herrn Müller, der ist Computerspezialist. 6. Ach, wenn doch schon Sonntag wäre!
doppelt;doble,repetido, dos veces;OTHER;Das Buch habe ich doppelt.
dringend;urgente, apremiante,enérgico;OTHER;1. Ich muss dich dringend sprechen. 2. Ich erwarte einen dringenden Anruf. 3. Bitte kommen Sie schnell. Es ist dringend.
dunkel;oscuro,bajo,grave,vago,misterioso, enigmático,sospechoso, oscuro;OTHER;1. Um sechs Uhr ist es schon dunkel. 2. Warum machst du kein Licht an? Hier ist es so dunkel. 3. Meine Schwester hat dunkle Haare. 4. Ich habe mir eine dunkelblaue Bluse gekauft.
durch;por,a través de,por (medio de),a causa de, por,durante,dividido por;OTHER;1. Wir sind mit dem Fahrrad durch den Wald gefahren. 2. Wenn Sie zum Bahnhof gehen, kommen Sie durch die Goethestraße. 3. Wir haben den ganzen Mai durch geheizt. 4. Wir haben unsere Wohnung durch einen Makler bekommen.
durcheinander;revuelto, mezclado,confuso, turbado;OTHER;1. Alle meine Sachen sind durcheinan- der. Ich finde nichts mehr. 2. Bitte redet nicht alle durcheinander. Sonst verstehe ich nichts.
durchschnittlich;medio,promedio,mediano,común, corriente,por término medio;OTHER;1. Die Preise sind im letzten Jahr um durchschnittlich 6 % gestiegen. 2. In Deutsch ist Ihr Sohn sehr gut, aber in Mathematik sind seine Leistungen nur durchschnittlich.
eben;raso, llano,liso,en este momento, ahora mismo,hace un instante [oder momento],un momento,justo;OTHER;1. Ich bin eben erst angekommen. 2. Ich gebe auf. Ich habe eben kein Glück!
ebenfalls;igualmente, asimismo;OTHER;Ich wünsche Ihnen ein schönes Wochenende. – Danke, ebenfalls.
echt;auténtico,natural,original,verdadero,real,típico,genuino,sólido,propio,puro,realmente;OTHER;1. Ich träume von einem echten Perserteppich. 2. Der Film war echt gut.
eher;antes que,más temprano,más bien;OTHER;1. Ich stehe meist eher auf als mein Mann. 2. Michael sieht gerne Serien, ich mag eher Krimis.
eigentlich;verdadero, real,original,realmente, en realidad,en el fondo, a decir verdad;OTHER;1. Wir wollten eigentlich Freunde besuchen, aber dann sind wir doch zu Hause geblieben. 2. Die Sängerin nennt sich Arabella. Aber eigentlich heißt sie Uschi Müller. 3. Was willst du eigentlich von mir?
ein-;"";OTHER;"1. Ich nehme ein Bier. Willst du auch eins?
2. Ist hier einer, der Spanisch kann?"
einfach;simple, sencillo,sencillo, fácil,modesto, sencillo,simplemente,sencillamente;OTHER;1. Hin und zurück? – Nein, bitte nur einfach.2. Ich verstehe das nicht. Kannst du das bitte einfacher sagen?3. Wir haben am Wochenende einen Ausflug gemacht. Es war einfach toll.
einschließlich;inclusive,inclusive, incluido;OTHER;Alles zusammen kostet 200 Euro einschließlich Fahrtkosten.
einzeln;por separado, uno por uno;OTHER;1. Dieses Mineralwasser gibt es nur im Kasten, nicht einzeln.2. Die Schüler mussten einzeln zum Direktor kommen.
Elektro-;"";OTHER;z. B. Elektrogeschäft, Elektro- ingenieur, Elektroherd
endlich;limitado,finito,por fin, finalmente;OTHER;1. Wir müssen Energie sparen. 2. Abends habe ich keine Energie mehr, Sport zu machen.
eng;estrecho, angosto,ajustado, ceñido,denso,apretado,estricto, limitado,íntimo;OTHER;zusammen.
entfernt ;distante, lejano,apartado, alejado,lejano,vago;OTHER;Das Hotel liegt etwa 100 m vom Strand entfernt.
entgegenkommen;ir [oder salir] al encuentro de,venir de frente, venir en dirección contraria,hacer concesiones, dar facilidades,convenir,ajustarse a;OTHER;1. Auf dem Weg nach Hause ist mir mein Nachbar entgegengekommen. 2. Können Sie mir mit dem Preis entgegenkommen?
entlang;a lo largo de;OTHER;Gehen Sie diese Straße entlang. Dann kommen Sie direkt zum Bahnhof.
entschlossen sein;"";OTHER;Ich bin fest entschlossen, diese Ausbildung fertigzumachen.
entspannend;"";OTHER;Der Urlaub war sehr entspannend.
entweder ... oder;"";OTHER;Nur einer kann gewinnen, entweder du oder ich.
erfolgreich;triunfante, afortunado,eficaz,con éxito;OTHER;Mein Großvater war ein erfolgreicher Geschäftsmann.
erforderlich;necesario, preciso;OTHER;1. Bringen Sie bitte alle erforderlichen Unterlagen mit. 2. Persönliches Erscheinen ist erforderlich.
erkältet sein;"";OTHER;Ich bin stark erkältet.
ernst;serio,firme,grave,solemne;OTHER;Das ist ein ernstes Problem.
erschöpft;"";OTHER;1. Entschuldigung. Ich wollte Sie nicht erschrecken. 2. Hast du mich aber erschreckt! 3. Du hast richtig krank ausgesehen.
erst;primero,en primer lugar,al principio,no hasta,sólo, solamente;OTHER;1. Sofia ist erst 20 Jahre alt. 2. Ich habe das erst gestern erfahren. 3. Sprich erst mit dem Arzt. 4. Erst hat mir die Arbeit gar nicht gefallen, aber jetzt habe ich mich daran gewöhnt.
erst-;"";OTHER;1. Ich war zum ersten Mal allein im Urlaub. 2. Ich wohne im ersten Stock. 3. An erster Stelle kommt die Schule.
es;ello,él, ella,lo;OTHER;1. Mein Auto muss in die Werkstatt. Es ist kaputt. 2. Wissen Sie nicht, wo Herr Müller ist? – Nein, ich weiß es nicht. 3. Es wurde schon ein Antrag auf Wohngeld gestellt. 4. Wer ist da? – Ich bin es. / Ich bin’s. 5. Mir geht es gut. 6. Ich finde es sehr nett von Ihnen, dass Sie mich abholen. 7. Es macht Spaß, zusammen ein Picknick zu machen.
etwa;aproximadamente, más o menos,por ejemplo,a veces, de vez en cuando,quizá, tal vez;OTHER;1. Von hier sind es etwa zwanzig Kilometer. 2. Von zu Hause brauche ich etwa 10 Minuten bis zur Arbeit. 3. Du bist doch nicht etwa krank?
etwas;algo,un poco, algo;OTHER;1. Ich muss dir etwas erzählen. 2. Ich habe nur Tee. Etwas anderes kann ich Ihnen leider nicht anbieten. 3. Haben Sie etwas zum Schreiben? 4. Wollen wir mit dem Nachtisch noch etwas warten? 5. So etwas habe ich noch nie gehört. 6. Ich habe etwas Gutes für dich gekocht.
extra;adicional,aparte, separado,extra,especialmente,Extra-,Sonder-,erstklassig,Extra nt,Sonderleistung f,Sonderbericht m,Lohnzulage f,Extraspeise f,Extras nt pl,Sonderzubehör nt,Statist(in) m (f),Aushilfe f;OTHER;1. Die Getränke kosten extra. 2. Warum sind Sie nicht gekommen?
extrem;extremo,en extremo;OTHER;Ich habe extra auf Sie gewartet. Die Prüfung war extrem schwer.
fair;correcto,justo,limpio;OTHER;Ich finde, unsere Mannschaft hat sehr fair gespielt.
falls;en caso de que +subj,si;OTHER;Falls es regnet, machen wir kein Picknick.
falsch;equivocado, erróneo,falsificado, falso,postizo,falso, de imitación,erróneo, falso,falso, alevoso,mal;OTHER;1. Tut mir leid, ich habe die falsche Nummer gewählt. 2. Meine Uhr geht falsch. 3. Was Sie da sagen, ist falsch.
farbig;de colores,coloreado,de color,pintoresco, vivo;OTHER;Ich brauche kein weißes, sondern farbiges Papier.
fast;casi;OTHER;1. Der Zucker ist fast alle. 2. Ich habe fast alles verstanden.
faul;podrido,putrefacto,cariado,perezoso, vago,dudoso, sospechoso,moroso;OTHER;1. Mein Sohn war am Anfang in der Schule sehr faul. Heute lernt er sehr fleißig. 2. Den Apfel kannst du nicht mehr essen. Der ist faul.
fertig;terminado, acabado,listo,listo para,preparado para,rendido, frito;OTHER;1. Das Essen ist gleich fertig. 2. Wenn ich mit der Arbeit fertig bin, gehe ich nach Hause. 3. Bist du fertig? 4. Das war ein schlimmer Tag. Ich bin total fertig.
fest;sólido, compacto,duro,robusto,fuerte,firme, inconmovible,fijo,permanente, constante,rollizo;OTHER;1. Mein Kollege glaubt fest daran, dass er die neue Stelle bekommt. 2. Als wir nach Hause kamen, haben die Kinder schon fest geschlafen. 3. Für die nächste Familienfeier gibt es noch keinen festen Termin. 4. Das Eis ist noch nicht fest genug.
fett;graso, grasiento,gordo, grueso,seboso pey,graso,lucrativo, abundante,en negrilla,guay;OTHER;1. Die Wurst ist mir zu fett. 2. Das ist aber ein fetter Kater!
fleißig;aplicado, trabajador,regular,con empeño, con diligencia,a menudo;OTHER;Pamela ist wirklich fleißig. Sie macht immer ihre Hausaufgaben.
fließend;corriente,difuso,con soltura, con fluidez;OTHER;1. Mein Kollege spricht fließend Deutsch. 2. Ich hatte nur ein Zimmer mit fließendem Wasser.
folgend;siguiente;OTHER;1. Mehr Informationen auf den folgenden Seiten. 2. Sie müssen folgende Schulbücher kaufen.
frei;libre,en libertad,libre de,exento de,abierto, descubierto,vacante,gratuito, libre de gastos,liberal,franco, abierto,(al) descubierto;OTHER;1. Ist dieser Platz noch frei? 2. Morgen haben wir frei. 3. Eintritt frei. 4. Ich trinke nur alkoholfreies Bier. 5. Dieses Medikament ist rezeptfrei. 6. Jetzt ist frei, du kannst telefonieren. 7. Sie können Ihren Arzt frei wählen.
frisch;fresco,nuevo,limpio,vivo,recién;OTHER;1. Das Brot ist noch ganz frisch. 2. Die Handtücher sind frisch gewaschen. 3. Ich muss mal an die frische Luft.
befristet;limitado;OTHER;1. Ihre Aufenthaltserlaubnis ist befristet. 2. Die Arbeitserlaubnis ist unbefristet.
früh;temprano,prematuro,(por la) mañana;OTHER;1. Hier ist schon am frühen Morgen starker Verkehr. 2. Mein Vater arbeitet von früh bis spät. 3. Ich bin heute sehr früh aufgestanden. 4. Wir sind eine halbe Stunde zu früh gekommen. 5. Wecken Sie mich bitte morgen früh um 6 Uhr.
früher/früher-;"";OTHER;1. Früher habe ich in Berlin gewohnt. 2. Wir nehmen den früheren Zug.
für;para, por,para,por,a causa de, por,en lugar de, por;OTHER;"1. Ist Post für mich da? 2. Ich habe die Schlüssel für meineWohnung verloren. 3 Gibt es hier einen Sportverein für Jugendliche?4. Diese alten Möbel haben wir für 100 Euro bekommen.
5. Für einen Anfänger spricht mein Nachbar sehr gut Deutsch.
6. Du kannst nicht einkaufen gehen? Ich kann es für dich machen.
7. Für mich ist das ein schwerer Fehler. 8. Wir haben die Wohnung für ein
Jahr gemietet."
furchtbar;horroroso, horrible,enorme, tremendo,muy;OTHER;1. Ich hatte mein Geld vergessen. Das war mir furchtbar unangenehm. 2. Dennis hat furchtbare Schmerzen.
ganz;todo, entero,completo,en buenas condiciones, intacto,sólo,totalmente, completamente,del todo, por completo,bastante,muy;OTHER;1. Ich habe den ganzen Tag noch nichts gegessen.  2. Den Zahnarzttermin habe ich ganz vergessen. 3. Ich finde Janis ganz nett. 4. Am Montag ist hier Ruhetag. Das weiß ich ganz sicher. 5. Gott sei Dank ist meine Brille noch ganz.
gar;incluso,por lo demás;OTHER;1. Die Kartoffeln sind noch nicht gar. 2. Du räumst nie dein Zimmer auf. – Das ist gar nicht wahr. 
geehrt ;estimado;OTHER;Sehr geehrte Damen und Herren, ...
geeignet sein;"";OTHER;Dieses Spiel ist nicht für sehr kleine Kinder geeignet.
gegen;en contra de, contra,contrario a,contra,hacia,en comparación con,contra, por,sobre, a eso de,alrededor de, más o menos;OTHER;1. Ich bin gegen einen Baum gefahren. 2. Hier dürfen Sie nicht rauchen. Das ist gegen die Vorschrift. 3. Haben Sie ein Mittel gegen Grippe? 4. Wir liefern nur gegen bar. 5. Ich bin gegen 14 Uhr wieder da. 6. Ich bin gegen diesen Vorschlag. 7. Wer spielt gegen wen?
gegenüber;frente a, enfrente de,frente a,por lo que respecta a,delante de,ante,de cara a,en comparación con,enfrente;OTHER;1. Das Geschäft liegt direkt gegenüber der Post.2. Mir gegenüber war der Polizist sehr freundlich.
gelb;amarillo;OTHER;1. Deine gelbe Jacke gefällt mir. 2. Die Ampel zeigt Gelb. 3. Die Blätter werden schon gelb.
gemeinsam;común,conjunto,en común,juntos;OTHER;1. Du musst die Wohnung renovieren? Ich helfe dir. Wir können das gemeinsam machen. 2. Wir haben die Garage gemeinsam mit dem Nachbarn.
gemütlich;agradable,acogedor,cómodo,lento, tranquilo,bonachón,a gusto;OTHER;1. Wir haben eine sehr gemütliche Wohnung. 2. Es ist sehr gemütlich bei dir.
genau;exacto,justo,mero Mex,escrupuloso,esmerado,detallado,exactamente,precisamente,en punto;OTHER;1. Haben Sie die genaue Zeit? 2. Sind Sie sicher, dass heute Ruhetag ist? – Ja, das weiß ich genau. 3. Die Uhr geht genau. 4. Es ist genau acht Uhr.
gerade;recto,derecho,sincero, franco,par,ahora mismo,justo,precisamente;OTHER;1. Das Bild hängt nicht gerade. 2. Kannst du später noch mal anrufen? Wir sind gerade beim Essen.
gerecht;justo,merecido,justificado, fundado;OTHER;Andere bekommen für diese Arbeit mehr Lohn. Das finde ich nicht gerecht.
gesamt-/Gesamt- ;"";OTHER;1. Die gesamte Bevölkerung ist dagegen. 2. z. B. Gesamtgewicht, Gesamtsumme
geschieden ;"";OTHER;Ich bin seit drei Jahren geschieden.
gespannt;curioso por,atento,tenso;OTHER;Ich bin gespannt, wer bei diesem Spiel gewinnt.
gestern;ayer;OTHER;Ich bin erst gestern zurückgekommen.
getrennt leben ;"";OTHER;Ich lebe getrennt von meiner Frau. 
gewöhnlich;habitual,acostumbrado,corriente,común,ordinario,vulgar,normalmente;OTHER;Um die Zeit ist mein Onkel gewöhnlich zu Hause.
gewohnt;habituado, acostumbrado,familiar;OTHER;Ich bin gewohnt, früh ins Bett zu gehen.
glatt;plano,liso,suave,raso,resbaladizo,perfecto,sin problemas,claro,rotundo,empalagoso,escurridizo,sin obstáculos,rotundamente,sencillamente;OTHER;Fahr vorsichtig! Es ist glatt.
gleich;igual,idéntico,parecido, similar,ahora mismo, inmediatamente,pronto,justo, directamente,igual a;OTHER;1. Ich komme gleich. 2. Wir sind gleich alt. 3. Es ist mir ganz gleich, was Sie von mir denken. 4. Mein Nachbar ist immer gleich beleidigt. 5. Wir sind am gleichen Tag geboren.
gleichzeitig;simultáneo,al mismo tiempo,simultáneamente;OTHER;Ich kann nicht alles gleichzeitig machen.
glücklich;dichoso, afortunado,feliz,felizmente, bien,felizmente;OTHER;1. Meine Schwester hat geheiratet und ist sehr glücklich. 2. Ich wünsche Ihnen ein glückliches neues Jahr. 3. Ich bin glücklich verheiratet.
gratis;gratis,de coca Méx: fam,kostenlos;OTHER;Diese Reparatur kostet Sie gar nichts, wir machen das gratis für Sie.
grau;gris,monótono,incierto;OTHER;1. Ich habe mir einen grauen Anzug gekauft. 2. Der Himmel ist heute ganz grau. 3. Ich bekomme schon die ersten grauen Haare. 
grün;verde,inmaduro,novato,bisoño;OTHER;1. Gefällt dir dieser grüne Pullover? 2. Die Bäume werden schon grün. 3. Die äpfel sind noch ganz grün.
gründlich;cuidadoso,concienzudo,detenido,minucioso,amplio,con cuidado,con detenimiento,a conciencia,en profundidad,a fondo;OTHER;1. Sie müssen die Wohnung gründlich reinigen, bevor Sie ausziehen. 2. Waschen Sie sich gründlich die Hände.
halb;medio,a medias, medio;OTHER;1. Treffen wir uns um halb neun? 2. Bei dieser Firma habe ich ein halbes Jahr gearbeitet. 3. Ich gebe Ihnen die Tomaten zum halben Preis. 4. Die Flasche ist ja noch halb voll.
hallo;¡hola!,¡oiga!, ¡eh!;OTHER;1. Hallo? Ist dort Schulz? – Nein, hier ist Meier. 2. Hallo Inge! Wie geht’s?
